"id","poskod","lokasi","bandar","negeri"
"45720","83200","Kampung Muhibbah","Senggarang","JHR"
"45721","83200","Kampung Parit Bakong","Senggarang","JHR"
"45722","83200","Kampung Parit Dua","Senggarang","JHR"
"45723","83200","Kampung Parit Empat","Senggarang","JHR"
"45724","83200","Kampung Parit Enjin","Senggarang","JHR"
"45725","83200","Kampung Parit Hailam","Senggarang","JHR"
"45726","83200","Kampung Parit Hamid","Senggarang","JHR"
"45727","83200","Kampung Parit Juraimi","Senggarang","JHR"
"45728","83200","Kampung Parit Kadir Darat","Senggarang","JHR"
"45729","83200","Kampung Parit Kadir Laut","Senggarang","JHR"
"45730","83200","Kampung Parit Kalong Gantong","Senggarang","JHR"
"45731","83200","Kampung Parit Kaseh","Senggarang","JHR"
"45732","83200","Kampung Parit Kemang","Senggarang","JHR"
"45733","83200","Kampung Parit Lapis Kadir","Senggarang","JHR"
"45734","83200","Kampung Parit Lapis","Senggarang","JHR"
"45735","83200","Kampung Parit Mahang","Senggarang","JHR"
"45736","83200","Kampung Parit Makmor","Senggarang","JHR"
"45737","83200","Kampung Parit Permatang","Senggarang","JHR"
"45738","83200","Kampung Parit Punggur Darat","Senggarang","JHR"
"45739","83200","Kampung Parit Rejo Sari","Senggarang","JHR"
"45740","83200","Kampung Parit Rostam","Senggarang","JHR"
"45741","83200","Kampung Parit Saidi","Senggarang","JHR"
"45742","83200","Kampung Parit Sayang","Senggarang","JHR"
"45743","83200","Kampung Parit Simpan","Senggarang","JHR"
"45744","83200","Kampung Parit Sri Baharum Darat","Senggarang","JHR"
"45745","83200","Kampung Parit Sri Dalam Darat","Senggarang","JHR"
"45746","83200","Kampung Parit Sri Dalam Laut","Senggarang","JHR"
"45747","83200","Kampung Parit Sri Menanti","Senggarang","JHR"
"45748","83200","Kampung Parit Teriman Darat","Senggarang","JHR"
"45749","83200","Kampung Parit Teriman Laut","Senggarang","JHR"
"45750","83200","Kampung Pasir Lebar Barat","Senggarang","JHR"
"45751","83200","Kampung Rejo Sari","Senggarang","JHR"
"45752","83200","Kampung Simpang 6","Senggarang","JHR"
"45753","83200","Kampung Simpang Enam","Senggarang","JHR"
"45754","83200","Kampung Sri Menanti Darat","Senggarang","JHR"
"45755","83200","Kampung Sri Menanti Laut","Senggarang","JHR"
"45756","83200","Kampung Sri Pantai","Senggarang","JHR"
"45757","83200","Kampung Sungai Baru","Senggarang","JHR"
"45758","83200","Kampung Sungai Benong","Senggarang","JHR"
"45759","83200","Kampung Sungai Berong","Senggarang","JHR"
"45760","83200","Kampung Sungai Buloh","Senggarang","JHR"
"45761","83200","Kampung Sungai Kalong","Senggarang","JHR"
"45762","83200","Kampung Sungai Lebar","Senggarang","JHR"
"45763","83200","Kampung Sungai Lurus Laut","Senggarang","JHR"
"45764","83200","Kampung Sungai Lurus","Senggarang","JHR"
"45765","83200","Kampung Tanjung Laboh","Senggarang","JHR"
"45766","83200","Kuala Senggarang","Senggarang","JHR"
"45767","83200","Parit Ahmad","Senggarang","JHR"
"45768","83200","Parit Aman","Senggarang","JHR"
"45769","83200","Parit Amat Koris","Senggarang","JHR"
"45770","83200","Parit Bakong","Senggarang","JHR"
"45771","83200","Parit Balak","Senggarang","JHR"
"45772","83200","Parit Botak","Senggarang","JHR"
"45773","83200","Parit Bugis","Senggarang","JHR"
"45774","83200","Parit Hailam","Senggarang","JHR"
"45775","83200","Parit Hamid Parit Jabar","Senggarang","JHR"
"45776","83200","Parit Jabar","Senggarang","JHR"
"45777","83200","Parit Kadir","Senggarang","JHR"
"45778","83200","Parit Kaseh","Senggarang","JHR"
"45779","83200","Parit Lapis Berong","Senggarang","JHR"
"45780","83200","Parit Lapis Kadir","Senggarang","JHR"
"45781","83200","Parit Lapis Mahang","Senggarang","JHR"
"45782","83200","Parit Lapis Sri Dalam","Senggarang","JHR"
"45783","83200","Parit Maamor","Senggarang","JHR"
"45784","83200","Parit Mahang","Senggarang","JHR"
"45785","83200","Parit Penghulu Ismail","Senggarang","JHR"
"45786","83200","Parit Penghulu Koris","Senggarang","JHR"
"45787","83200","Parit Penghulu","Senggarang","JHR"
"45788","83200","Parit Permatang","Senggarang","JHR"
"45789","83200","Parit Raja Laut","Senggarang","JHR"
"45790","83200","Parit Raja","Senggarang","JHR"
"45791","83200","Parit Saidi","Senggarang","JHR"
"45792","83200","Parit Seri Dalam","Senggarang","JHR"
"45793","83200","Parit Sungai Lurus Pasir Lebar Barat","Senggarang","JHR"
"45794","83200","Parit Sungai Lurus Pasir Lebar Timur","Senggarang","JHR"
"45795","83200","Parit Tariman","Senggarang","JHR"
"45796","83200","Parit Terus","Senggarang","JHR"
"45797","83200","Pekan Kelichap","Senggarang","JHR"
"45798","83200","Senggarang","Senggarang","JHR"
"45799","83200","Seri Molek","Senggarang","JHR"
"45800","83200","Taman Anika","Senggarang","JHR"
"45801","83200","Taman Bahagia","Senggarang","JHR"
"45802","83200","Taman Bistari","Senggarang","JHR"
"45803","83200","Taman Jasa","Senggarang","JHR"
"45804","83200","Taman Naga Utama","Senggarang","JHR"
"45805","83200","Taman Nagaria 1","Senggarang","JHR"
"45806","83200","Taman Nagaria 2","Senggarang","JHR"
"45807","83200","Taman Nagaria 3","Senggarang","JHR"
"45808","83200","Taman Nagaria","Senggarang","JHR"
"45809","83200","Taman Seberang Barat","Senggarang","JHR"
"45810","83200","Taman Senggarang 2","Senggarang","JHR"
"45811","83200","Taman Senggarang Damai","Senggarang","JHR"
"45812","83200","Taman Senggarang","Senggarang","JHR"
"45813","83200","Taman Sri Bahagia","Senggarang","JHR"
"45814","83200","Taman Sri Cahaya","Senggarang","JHR"
"45815","83200","Taman Sri Mewah","Senggarang","JHR"
"45816","83200","Taman Sri Murni","Senggarang","JHR"
"45817","83200","Taman Sri Raya","Senggarang","JHR"
"45818","83200","Taman Sri Senggarang Dua","Senggarang","JHR"
"45819","83200","Taman Sri Senggarang","Senggarang","JHR"
"45820","83200","Tanjung Laboh Estate","Senggarang","JHR"
"45821","83300","Batu 5 Jalan Kluang","Seri Gading","JHR"
"45822","83300","Batu 6 1/2 Jalan Kluang","Seri Gading","JHR"
"45823","83300","Batu 6 Jalan Kluang","Seri Gading","JHR"
"45824","83300","Batu 7 Jalan Kluang","Seri Gading","JHR"
"45825","83300","Batu 9 Jalan Kluang","Seri Gading","JHR"
"45826","83300","Kampung Baru","Seri Gading","JHR"
"45827","83300","Kampung Parit Bengkok","Seri Gading","JHR"
"45828","83300","Kampung Parit Budin","Seri Gading","JHR"
"45829","83300","Kampung Parit Burah","Seri Gading","JHR"
"45830","83300","Kampung Parit Haji Hassan","Seri Gading","JHR"
"45831","83300","Kampung Parit Haji Khamis","Seri Gading","JHR"
"45832","83300","Kampung Parit Haji Salleh","Seri Gading","JHR"
"45833","83300","Kampung Pasir Panjang","Seri Gading","JHR"
"45834","83300","Kampung Sengkuang","Seri Gading","JHR"
"45835","83300","Kampung Seri Bengkal","Seri Gading","JHR"
"45836","83300","Kampung Sri Gading","Seri Gading","JHR"
"45837","83300","Kampung Sri Tanjung","Seri Gading","JHR"
"45838","83300","Lorong 2","Seri Gading","JHR"
"45839","83300","Lorong 3","Seri Gading","JHR"
"45840","83300","Lorong 4","Seri Gading","JHR"
"45841","83300","Lorong 5","Seri Gading","JHR"
"45842","83300","Lorong 6","Seri Gading","JHR"
"45843","83300","Lorong 7","Seri Gading","JHR"
"45844","83300","Lorong Kampung Cina","Seri Gading","JHR"
"45845","83300","Lorong Surau","Seri Gading","JHR"
"45846","83300","Lorong tawakal","Seri Gading","JHR"
"45847","83300","Parit Haji Hassan","Seri Gading","JHR"
"45848","83300","Parit Haji Kamis","Seri Gading","JHR"
"45849","83300","Pekan Sri Gading","Seri Gading","JHR"
"45850","83300","Seri Gading","Seri Gading","JHR"
"45851","83300","Taman Bahagia Baru","Seri Gading","JHR"
"45852","83300","Taman Gading Jaya","Seri Gading","JHR"
"45853","83300","Taman Gading","Seri Gading","JHR"
"45854","83300","Taman Industri","Seri Gading","JHR"
"45855","83300","Taman Mutiara","Seri Gading","JHR"
"45856","83300","Taman Panchor Jaya","Seri Gading","JHR"
"45857","83300","Taman Panchor Riang","Sri Gading","JHR"
"45858","83300","Taman Peri","Seri Gading","JHR"
"45859","83300","Taman Pertama","Seri Gading","JHR"
"45860","83300","Taman Pura Kencana","Sri Gading","JHR"
"45861","83300","Taman Ria","Seri Gading","JHR"
"45862","83300","Taman Sri Mutiara","Seri Gading","JHR"
"45863","83300","Taman Sri Panchor","Seri Gading","JHR"
"45864","83400","Air Putih","Seri Medan","JHR"
"45865","83400","Bukit Betaling","Seri Medan","JHR"
"45866","83400","Felcra Sri Wangi","Seri Medan","JHR"
"45867","83400","Felcra Sri Wangi","Sri Medan","JHR"
"45868","83400","Jalan Air Putih","Seri Medan","JHR"
"45869","83400","Jalan Besar","Seri Medan","JHR"
"45870","83400","Jalan Lapis Lima","Seri Medan","JHR"
"45871","83400","Jalan Seri Sedayu","Seri Medan","JHR"
"45872","83400","Kampung Bukit Betaling","Seri Medan","JHR"
"45873","83400","Kampung Sri Jasa","Seri Medan","JHR"
"45874","83400","Kampung Sri Ramonia","Seri Medan","JHR"
"45875","83400","Parit Badak","Seri Medan","JHR"
"45876","83400","Parit Bagas","Seri Medan","JHR"
"45877","83400","Parit Baru","Seri Medan","JHR"
"45878","83400","Parit Basri","Seri Medan","JHR"
"45879","83400","Parit Haji Ahmad","Seri Medan","JHR"
"45880","83400","Parit Haji Ariff","Seri Medan","JHR"
"45881","83400","Parit Haji Khalid","Seri Medan","JHR"
"45882","83400","Parit Haji Noor","Seri Medan","JHR"
"45883","83400","Parit Haji Yusof","Seri Medan","JHR"
"45884","83400","Parit Jayos 1","Seri Medan","JHR"
"45885","83400","Parit Jayos 3","Seri Medan","JHR"
"45886","83400","Parit Jayos 4","Seri Medan","JHR"
"45887","83400","Parit Jayos 6","Seri Medan","JHR"
"45888","83400","Parit Jayos 7","Seri Medan","JHR"
"45889","83400","Parit Jayos Laut","Seri Medan","JHR"
"45890","83400","Parit Jayos Lombong","Seri Medan","JHR"
"45891","83400","Parit Jayos","Seri Medan","JHR"
"45892","83400","Parit Jayus Lombong","Seri Medan","JHR"
"45893","83400","Parit Jayus","Seri Medan","JHR"
"45894","83400","Parit Karjan","Seri Medan","JHR"
"45895","83400","Parit Laman Bukit","Seri Medan","JHR"
"45896","83400","Parit Laman Tegak","Seri Medan","JHR"
"45897","83400","Parit Laman","Seri Medan","JHR"
"45898","83400","Parit Lapis Bangas","Seri Medan","JHR"
"45899","83400","Parit Lapis Basri","Seri Medan","JHR"
"45900","83400","Parit Lapis Laman","Seri Medan","JHR"
"45901","83400","Parit Lapis Lintang Laman","Seri Medan","JHR"
"45902","83400","Parit Lapis Simis","Seri Medan","JHR"
"45903","83400","Parit Lapis Terus","Seri Medan","JHR"
"45904","83400","Parit Lapis Warijo","Seri Medan","JHR"
"45905","83400","Parit Lintang Warijo","Seri Medan","JHR"
"45906","83400","Parit Rahiban","Seri Medan","JHR"
"45907","83400","Parit Rashidi","Seri Medan","JHR"
"45908","83400","Parit Seri Dayong (1-19)","Seri Medan","JHR"
"45909","83400","Parit Sibo","Seri Medan","JHR"
"45910","83400","Parit Simis","Seri Medan","JHR"
"45911","83400","Parit Singgahan 4","Seri Medan","JHR"
"45912","83400","Parit Singgahan Luar","Seri Medan","JHR"
"45913","83400","Parit Singgahan","Seri Medan","JHR"
"45914","83400","Parit Sri Dayong","Seri Medan","JHR"
"45915","83400","Parit Sri Menanti","Seri Medan","JHR"
"45916","83400","Parit Sri Pasir","Seri Medan","JHR"
"45917","83400","Parit Sri Ramunia","Seri Medan","JHR"
"45918","83400","Parit Sri Sedayu","Seri Medan","JHR"
"45919","83400","Parit Terus Laman","Seri Medan","JHR"
"45920","83400","Parit Terus","Seri Medan","JHR"
"45921","83400","Parit Ulong","Seri Medan","JHR"
"45922","83400","Parit Warijo","Seri Medan","JHR"
"45923","83400","Seri Medan","Seri Medan","JHR"
"45924","83400","Taman Jaya","Seri Medan","JHR"
"45925","83400","Taman Mas","Seri Medan","JHR"
"45926","83400","Taman Sri Medan","Seri Medan","JHR"
"45927","83500","Batu 1 Jalan Yong Peng","Parit Sulong","JHR"
"45928","83500","Batu 18 Jalan Yong Peng","Parit Sulong","JHR"
"45929","83500","Batu 19 Jalan Yong Peng","Parit Sulong","JHR"
"45930","83500","Batu 2 Jalan Yong Peng","Parit Sulong","JHR"
"45931","83500","Batu 3 Kolam Ayer","Parit Sulong","JHR"
"45932","83500","Batu 4 Jalan Yong Peng","Parit Sulong","JHR"
"45933","83500","Batu 6 Jalan Yong Peng","Parit Sulong","JHR"
"45934","83500","Jalan Ayer Putih","Parit Sulong","JHR"
"45935","83500","Jalan Batu Putih","Parit Sulong","JHR"
"45936","83500","Jalan Muar Batu 20","Parit Sulong","JHR"
"45937","83500","Jalan Muar Batu 23 - 30","Parit Sulong","JHR"
"45938","83500","Jalan Peserai","Parit Sulong","JHR"
"45939","83500","Kampung Baru Mk 18","Parit Sulong","JHR"
"45940","83500","Kampung Baru","Parit Sulong","JHR"
"45941","83500","Kampung Batu 21","Parit Sulong","JHR"
"45942","83500","Kampung Belukar Cina","Parit Sulong","JHR"
"45943","83500","Kampung Dalam","Parit Sulong","JHR"
"45944","83500","Kampung Jalan Lombong","Parit Sulong","JHR"
"45945","83500","Kampung Kolam ayer","Parit Sulong","JHR"
"45946","83500","Kampung Lubok Laut","Parit Sulong","JHR"
"45947","83500","Kampung Lubok Utara","Parit Sulong","JHR"
"45948","83500","Kampung Md Noor","Parit Sulong","JHR"
"45949","83500","Kampung Melayu Mk 18","Parit Sulong","JHR"
"45950","83500","Kampung Melayu","Parit Sulong","JHR"
"45951","83500","Kampung Mohd Noor","Parit Sulong","JHR"
"45952","83500","Kampung Parit Jawa","Parit Sulong","JHR"
"45953","83500","Kampung Parit Jidin","Parit Sulong","JHR"
"45954","83500","Kampung Parit Lapis Laman","Parit Sulong","JHR"
"45955","83500","Kampung Parit Lapis Maimon","Parit Sulong","JHR"
"45956","83500","Kampung Parit Mustaffa","Parit Sulong","JHR"
"45957","83500","Kampung Parit Puasa","Parit Sulong","JHR"
"45958","83500","Kampung Parit Sentang","Parit Sulong","JHR"
"45959","83500","Kampung Parit Talib","Parit Sulong","JHR"
"45960","83500","Kampung Simpang Tiga","Parit Sulong","JHR"
"45961","83500","Kampung Sungai Jong","Parit Sulong","JHR"
"45962","83500","Kampung Sungai Lontok","Parit Sulong","JHR"
"45963","83500","Kampung Sungai Nibong Darat","Parit Sulong","JHR"
"45964","83500","Kampung Sungai Nibong","Parit Sulong","JHR"
"45965","83500","Kampung Ulu Semerah","Parit Sulong","JHR"
"45966","83500","KampungMelayu Mk 4","Parit Sulong","JHR"
"45967","83500","Kangkar Senangar","Parit Sulong","JHR"
"45968","83500","Lorong Bukit Senjata","Parit Sulong","JHR"
"45969","83500","Lorong Kampung Haji Dahalan","Parit Sulong","JHR"
"45970","83500","Parit Abd Hadi","Parit Sulong","JHR"
"45971","83500","Parit Abd Rahman","Parit Sulong","JHR"
"45972","83500","Parit Abdullah","Parit Sulong","JHR"
"45973","83500","Parit Abok","Parit Sulong","JHR"
"45974","83500","Parit Arab","Parit Sulong","JHR"
"45975","83500","Parit Bagan","Parit Sulong","JHR"
"45976","83500","Parit Bakut","Parit Sulong","JHR"
"45977","83500","Parit Baru","Parit Sulong","JHR"
"45978","83500","Parit Belukar Cina","Parit Sulong","JHR"
"45979","83500","Parit Benu","Parit Sulong","JHR"
"45980","83500","Parit Betong","Parit Sulong","JHR"
"45981","83500","Parit Che Mat","Parit Sulong","JHR"
"45982","83500","Parit Gantong","Parit Sulong","JHR"
"45983","83500","Parit Gaung","Parit Sulong","JHR"
"45984","83500","Parit Hassan Ahmad 1","Parit Sulong","JHR"
"45985","83500","Parit Hassan Ahmad 2","Parit Sulong","JHR"
"45986","83500","Parit Jalil","Parit Sulong","JHR"
"45987","83500","Parit Jambi","Parit Sulong","JHR"
"45988","83500","Parit Jawa Darat","Parit Sulong","JHR"
"45989","83500","Parit Jawa Laut","Parit Sulong","JHR"
"45990","83500","Parit Jawa","Parit Sulong","JHR"
"45991","83500","Parit Jidin","Parit Sulong","JHR"
"45992","83500","Parit Ju","Parit Sulong","JHR"
"45993","83500","Parit Karim 1","Parit Sulong","JHR"
"45994","83500","Parit Karim 2","Parit Sulong","JHR"
"45995","83500","Parit Karim","Parit Sulong","JHR"
"45996","83500","Parit Kelantan","Parit Sulong","JHR"
"45997","83500","Parit Laman","Parit Sulong","JHR"
"45998","83500","Parit Lapis Laman","Parit Sulong","JHR"
"45999","83500","Parit Lapis Mahsuri","Parit Sulong","JHR"
"46000","83500","Parit Lapis Simpang Tiga","Parit Sulong","JHR"
"46001","83500","Parit Lintang","Parit Sulong","JHR"
"46002","83500","Parit Lubok","Parit Sulong","JHR"
"46003","83500","Parit Maimun","Parit Sulong","JHR"
"46004","83500","Parit Mantan","Parit Sulong","JHR"
"46005","83500","Parit Mohamad","Parit Sulong","JHR"
"46006","83500","Parit Mustapha","Parit Sulong","JHR"
"46007","83500","Parit Othman Darat","Parit Sulong","JHR"
"46008","83500","Parit Othman Laut","Parit Sulong","JHR"
"46009","83500","Parit Othman","Parit Sulong","JHR"
"46010","83500","Parit Penghulu Darat","Parit Sulong","JHR"
"46011","83500","Parit Penghulu Laut","Parit Sulong","JHR"
"46012","83500","Parit Penghulu","Parit Sulong","JHR"
"46013","83500","Parit Puasa","Parit Sulong","JHR"
"46014","83500","Parit Pulai","Parit Sulong","JHR"
"46015","83500","Parit Raja Ahmad Darat","Parit Sulong","JHR"
"46016","83500","Parit Raja Ahmad Laut","Parit Sulong","JHR"
"46017","83500","Parit Raja Ahmad","Parit Sulong","JHR"
"46018","83500","Parit Sauh","Parit Sulong","JHR"
"46019","83500","Parit Semerah Darat","Parit Sulong","JHR"
"46020","83500","Parit Sempadan","Parit Sulong","JHR"
"46021","83500","Parit Sentang Batu","Parit Sulong","JHR"
"46022","83500","Parit Sulong Simpang 3","Parit Sulong","JHR"
"46023","83500","Parit Sulong","Parit Sulong","JHR"
"46024","83500","Parit Talib","Parit Sulong","JHR"
"46025","83500","Parit Tegak","Parit Sulong","JHR"
"46026","83500","Parit Tengah Dalam","Parit Sulong","JHR"
"46027","83500","Parit Tengah Luar","Parit Sulong","JHR"
"46028","83500","Parit Ulu Bagan","Parit Sulong","JHR"
"46029","83500","Parit Ulu Semerah","Parit Sulong","JHR"
"46030","83500","Parit Yusof Laut","Parit Sulong","JHR"
"46031","83500","Parit Yusof","Parit Sulong","JHR"
"46032","83500","ParitTalib","Parit Sulong","JHR"
"46033","83500","Simpang Peserai","Parit Sulong","JHR"
"46034","83500","Simpang Tiga Parit sulong","Parit Sulong","JHR"
"46035","83500","Simpang Tiga","Parit Sulong","JHR"
"46036","83500","Taman Bintang","Parit Sulong","JHR"
"46037","83500","Taman Jaya Diri 1","Parit Sulong","JHR"
"46038","83500","Taman Jaya Diri 2","Parit Sulong","JHR"
"46039","83500","Taman Jaya Diri","Parit Sulong","JHR"
"46040","83500","Taman Melati","Parit Sulong","JHR"
"46041","83500","Taman Mutiara","Parit Sulong","JHR"
"46042","83500","Taman Perindustrian Sri Sulong","Parit Sulong","JHR"
"46043","83500","Taman Raja Ahmad 1","Parit Sulong","JHR"
"46044","83500","Taman Raja Ahmad 2","Parit Sulong","JHR"
"46045","83500","Taman Sentang Jaya","Parit Sulong","JHR"
"46046","83500","Taman Sentang","Parit Sulong","JHR"
"46047","83500","Taman Teratai","Parit Sulong","JHR"
"46048","83600","Jalan Bukit Mor","Semerah","JHR"
"46049","83600","Jalan Sri Dalam","Semerah","JHR"
"46050","83600","Jalan Tepi Sarang Buaya","Semerah","JHR"
"46051","83600","Kampung Bali","Semerah","JHR"
"46052","83600","Kampung Lubuk Darat","Semerah","JHR"
"46053","83600","Kampung Melayu","Semerah","JHR"
"46054","83600","Kampung Semerah Darat","Semerah","JHR"
"46055","83600","Kampung Semerah Laut","Semerah","JHR"
"46056","83600","Kampung Sungai Nibong Lubok Tengah","Semerah","JHR"
"46057","83600","Kampung Sungai Nibong","Semerah","JHR"
"46058","83600","Kampung Tembaga","Semerah","JHR"
"46059","83600","Kampung Tengah Lubok","Semerah","JHR"
"46060","83600","Kampung Tengah","Semerah","JHR"
"46061","83600","Kampung Terengganu","Semerah","JHR"
"46062","83600","Lorong Haji Hassan","Semerah","JHR"
"46063","83600","Parit Amat Nasuha","Semerah","JHR"
"46064","83600","Parit Bajuri","Semerah","JHR"
"46065","83600","Parit Bangelan","Semerah","JHR"
"46066","83600","Parit Benu","Semerah","JHR"
"46067","83600","Parit Bisu Darat","Semerah","JHR"
"46068","83600","Parit Bisu","Semerah","JHR"
"46069","83600","Parit Bugis","Semerah","JHR"
"46070","83600","Parit Gantong","Semerah","JHR"
"46071","83600","Parit Guntong Darat","Semerah","JHR"
"46072","83600","Parit Guntong Daratan","Semerah","JHR"
"46073","83600","Parit Guntong","Semerah","JHR"
"46074","83600","Parit Haji Abd Aziz","Semerah","JHR"
"46075","83600","Parit Haji Sirat","Semerah","JHR"
"46076","83600","Parit Ibrahim","Semerah","JHR"
"46077","83600","Parit Kemang","Semerah","JHR"
"46078","83600","Parit Kuda Laut","Semerah","JHR"
"46079","83600","Parit Kuda darat","Semerah","JHR"
"46080","83600","Parit Kuda","Semerah","JHR"
"46081","83600","Parit Latiff","Semerah","JHR"
"46082","83600","Parit Masjid","Semerah","JHR"
"46083","83600","Parit No 1","Semerah","JHR"
"46084","83600","Parit No 10","Semerah","JHR"
"46085","83600","Parit No 11","Semerah","JHR"
"46086","83600","Parit No 12","Semerah","JHR"
"46087","83600","Parit No 2","Semerah","JHR"
"46088","83600","Parit No 3","Semerah","JHR"
"46089","83600","Parit No 4","Semerah","JHR"
"46090","83600","Parit No 5","Semerah","JHR"
"46091","83600","Parit No 6","Semerah","JHR"
"46092","83600","Parit No 7","Semerah","JHR"
"46093","83600","Parit No 8","Semerah","JHR"
"46094","83600","Parit No 9","Semerah","JHR"
"46095","83600","Parit Ponorogo","Semerah","JHR"
"46096","83600","Parit Resik","Semerah","JHR"
"46097","83600","Parit Salam","Semerah","JHR"
"46098","83600","Parit Sangit Darat","Semerah","JHR"
"46099","83600","Parit Sangit Laut","Semerah","JHR"
"46100","83600","Parit Sangit","Semerah","JHR"
"46101","83600","Parit Sempadan","Semerah","JHR"
"46102","83600","Parit Serong","Semerah","JHR"
"46103","83600","Parit Sidek","Semerah","JHR"
"46104","83600","Parit Simin","Semerah","JHR"
"46105","83600","Parit Subari","Semerah","JHR"
"46106","83600","Parit Yusof Darat","Semerah","JHR"
"46107","83600","Pekan Parit Yusof","Semerah","JHR"
"46108","83600","Pekan Sungai Balang","Semerah","JHR"
"46109","83600","Sarang Buaya Darat","Semerah","JHR"
"46110","83600","Sarang Buaya Laut","Semerah","JHR"
"46111","83600","Sarang Buaya","Semerah","JHR"
"46112","83600","Semerah","Semerah","JHR"
"46113","83600","Sungai Balang Besar","Semerah","JHR"
"46114","83600","Sungai Balang Darat","Semerah","JHR"
"46115","83600","Sungai Balang Kecil","Semerah","JHR"
"46116","83600","Sungai Balang","Semerah","JHR"
"46117","83600","Sungai Belukang Laut","Semerah","JHR"
"46118","83600","Sungai Belukang","Semerah","JHR"
"46119","83600","Sungai Gerisek Darat","Semerah","JHR"
"46120","83600","Sungai Gerisek Laut","Semerah","JHR"
"46121","83600","Sungai Gersik","Semerah","JHR"
"46122","83600","Sungai Kelat Darat","Semerah","JHR"
"46123","83600","Sungai Kelat Laut","Semerah","JHR"
"46124","83600","Sungai Kelat","Semerah","JHR"
"46125","83600","Sungai Kemudi Laut","Semerah","JHR"
"46126","83600","Sungai Kemudi","Semerah","JHR"
"46127","83600","Sungai Muda Darat","Semerah","JHR"
"46128","83600","Sungai Muda Laut","Semerah","JHR"
"46129","83600","Sungai Muda","Semerah","JHR"
"46130","83600","Sungai Nibong","Semerah","JHR"
"46131","83600","Sungai Sarang Buaya","Semerah","JHR"
"46132","83600","Sungai Sudah Darat","Semerah","JHR"
"46133","83600","Sungai Sudah Laut","Semerah","JHR"
"46134","83600","Sungai Sudah","Semerah","JHR"
"46135","83600","Taman Samudera","Semerah","JHR"
"46136","83600","Taman Semerah","Semerah","JHR"
"46137","83600","Taman Teratai","Semerah","JHR"
"46138","83700","Bangunan Mara","Yong Peng","JHR"
"46139","83700","Bukit Ciku","Yong Peng","JHR"
"46140","83700","Jalan Ann Moh Sam","Yong Peng","JHR"
"46141","83700","Jalan Ann Peng","Yong Peng","JHR"
"46142","83700","Jalan Ayer Hitam Yong Peng","Yong Peng","JHR"
"46143","83700","Jalan Besar","Yong Peng","JHR"
"46144","83700","Jalan Ing Chong Sam","Yong Peng","JHR"
"46145","83700","Jalan Kit Siong","Yong Peng","JHR"
"46146","83700","Jalan Lim Ee Goh","Yong Peng","JHR"
"46147","83700","Jalan Masjid","Yong Peng","JHR"
"46148","83700","Jalan Meng Seng","Yong Peng","JHR"
"46149","83700","Jalan Muar","Yong Peng","JHR"
"46150","83700","Jalan Muhibbah","Yong Peng","JHR"
"46151","83700","Jalan Sekolah Cina","Yong Peng","JHR"
"46152","83700","Jalan Templer","Yong Peng","JHR"
"46153","83700","Jalan Tenteram","Yong Peng","JHR"
"46154","83700","Jalan Yong Peng","Yong Peng","JHR"
"46155","83700","JalanLabis hingga Km 8","Yong Peng","JHR"
"46156","83700","Kampung Desa Jaya","Yong Peng","JHR"
"46157","83700","Kampung Baharu","Yong Peng","JHR"
"46158","83700","Kampung Baru Lam Lee","Yong Peng","JHR"
"46159","83700","Kampung Baru Mukim 7","Yong Peng","JHR"
"46160","83700","Kampung Bukit Jambu","Yong Peng","JHR"
"46161","83700","Kampung Bukit Jantan","Yong Peng","JHR"
"46162","83700","Kampung Bukit Sri Wangi","Yong Peng","JHR"
"46163","83700","Kampung Haji Gaffar","Yong Peng","JHR"
"46164","83700","Kampung Haji Ghaffar","Yong Peng","JHR"
"46165","83700","Kampung Melayu","Yong Peng","JHR"
"46166","83700","Kampung Parit Andin","Yong Peng","JHR"
"46167","83700","Kampung Parit Awang Darat","Yong Peng","JHR"
"46168","83700","Kampung Parit Awang","Yong Peng","JHR"
"46169","83700","Kampung Parit AwangLaut","Yong Peng","JHR"
"46170","83700","Kampung Parit Bayumas","Yong Peng","JHR"
"46171","83700","Kampung Parit Haji Ismail","Yong Peng","JHR"
"46172","83700","Kampung Parit Haji Yusof","Yong Peng","JHR"
"46173","83700","Kampung Parit Lintang","Yong Peng","JHR"
"46174","83700","Kampung Parit Senah","Yong Peng","JHR"
"46175","83700","Kampung Parit Tengah","Yong Peng","JHR"
"46176","83700","Kampung Parit Yusof","Yong Peng","JHR"
"46177","83700","Kampung Paya","Yong Peng","JHR"
"46178","83700","Kampung Seng Lek","Yong Peng","JHR"
"46179","83700","Kampung Sri Wangi","Yong Peng","JHR"
"46180","83700","Kampung Temehel","Yong Peng","JHR"
"46181","83700","Kampung Tengah (Parit Yaani)","Yong Peng","JHR"
"46182","83700","Kampung Desa Jaya","Yong Peng","JHR"
"46183","83700","Kangkar Baru","Yong Peng","JHR"
"46184","83700","Lam Lee","Yong Peng","JHR"
"46185","83700","Lorong 1","Yong Peng","JHR"
"46186","83700","Lorong 2","Yong Peng","JHR"
"46187","83700","Lorong 3","Yong Peng","JHR"
"46188","83700","Parit Amil","Yong Peng","JHR"
"46189","83700","Parit Andin 1","Yong Peng","JHR"
"46190","83700","Parit Andin 2","Yong Peng","JHR"
"46191","83700","Parit Andin 3","Yong Peng","JHR"
"46192","83700","Parit Arshad","Yong Peng","JHR"
